date,adj_close
2023-09-12,376.77
2023-09-13,375.31
2023-09-14,373.37
2023-09-15,372.42
2023-09-18,375.14
2023-09-19,369.28
2023-09-20,368.28
2023-09-21,366.77
2023-09-22,363.89
2023-09-25,363.66
2023-09-26,363.83
2023-09-27,372.61
2023-09-28,373.85
2023-09-29,374.0
2023-10-02,377.26
2023-10-03,373.72
2023-10-04,371.78
2023-10-05,373.9
2023-10-06,372.31
2023-10-09,369.04
2023-10-10,367.2
2023-10-11,362.7
2023-10-12,366.82
2023-10-13,371.42
2023-10-16,380.92
2023-10-17,380.06
2023-10-18,379.42
2023-10-19,378.89
2023-10-20,381.0
2023-10-23,381.23
2023-10-24,384.27
2023-10-25,383.33
2023-10-26,378.39
2023-10-27,384.31
2023-10-30,382.69
2023-10-31,387.09
2023-11-01,386.04
2023-11-02,386.74
2023-11-03,380.9
2023-11-06,377.58
2023-11-07,379.17
2023-11-08,381.48
2023-11-09,380.81
2023-11-10,381.51
2023-11-13,375.09
2023-11-14,375.41
2023-11-15,373.19
2023-11-16,369.74
2023-11-17,371.14
2023-11-20,369.74
2023-11-21,366.84
2023-11-22,365.64
2023-11-23,364.45
2023-11-24,363.62
2023-11-27,364.04
2023-11-28,362.68
2023-11-29,365.99
2023-11-30,371.64
2023-12-01,375.37
2023-12-04,374.33
2023-12-05,372.24
2023-12-06,373.77
2023-12-07,373.19
2023-12-08,378.23
2023-12-11,379.19
2023-12-12,381.0
2023-12-13,379.11
2023-12-14,379.88
2023-12-15,376.12
2023-12-18,371.03
2023-12-19,371.89
2023-12-20,368.13
2023-12-21,366.17
2023-12-22,369.38
2023-12-25,375.11
2023-12-26,375.46
2023-12-27,374.11
2023-12-28,377.0
2023-12-29,380.6
2024-01-01,382.67
2024-01-02,379.74
2024-01-03,378.15
2024-01-04,381.99
2024-01-05,378.24
2024-01-08,378.66
2024-01-09,383.23
2024-01-10,387.14
2024-01-11,384.96
2024-01-12,384.1
2024-01-15,383.5
2024-01-16,379.67
2024-01-17,380.12
2024-01-18,377.26
2024-01-19,379.61
2024-01-22,375.97
2024-01-23,373.9
2024-01-24,371.96
2024-01-25,372.27
2024-01-26,363.9
2024-01-29,367.35
2024-01-30,366.72
2024-01-31,367.37
2024-02-01,371.87
2024-02-02,372.12
2024-02-05,373.77
2024-02-06,374.44
