date,adj_close
2023-09-12,89.35
2023-09-13,91.09
2023-09-14,90.52
2023-09-15,89.68
2023-09-18,86.97
2023-09-19,86.47
2023-09-20,90.01
2023-09-21,91.49
2023-09-22,94.98
2023-09-25,95.96
2023-09-26,97.43
2023-09-27,98.21
2023-09-28,92.85
2023-09-29,95.8
2023-10-02,97.65
2023-10-03,99.51
2023-10-04,93.99
2023-10-05,88.62
2023-10-06,86.07
2023-10-09,84.82
2023-10-10,85.85
2023-10-11,85.85
2023-10-12,87.56
2023-10-13,85.76
2023-10-16,86.82
2023-10-17,88.16
2023-10-18,86.3
2023-10-19,91.73
2023-10-20,93.67
2023-10-23,97.79
2023-10-24,95.86
2023-10-25,93.58
2023-10-26,92.62
2023-10-27,92.43
2023-10-30,94.62
2023-10-31,95.59
2023-11-01,94.27
2023-11-02,91.34
2023-11-03,89.85
2023-11-06,93.88
2023-11-07,91.43
2023-11-08,92.36
2023-11-09,93.88
2023-11-10,89.3
2023-11-13,89.59
2023-11-14,93.89
2023-11-15,87.7
2023-11-16,86.86
2023-11-17,86.68
2023-11-20,84.4
2023-11-21,86.0
2023-11-22,85.95
2023-11-23,81.83
2023-11-24,84.34
2023-11-27,86.46
2023-11-28,89.48
2023-11-29,94.21
2023-11-30,95.55
2023-12-01,96.09
2023-12-04,92.01
2023-12-05,94.14
2023-12-06,92.31
2023-12-07,91.02
2023-12-08,87.26
2023-12-11,84.51
2023-12-12,83.1
2023-12-13,87.04
2023-12-14,81.25
2023-12-15,77.37
2023-12-18,78.14
2023-12-19,82.27
2023-12-20,84.07
2023-12-21,78.84
2023-12-22,72.37
2023-12-25,73.39
2023-12-26,71.65
2023-12-27,69.03
2023-12-28,71.52
2023-12-29,74.42
2024-01-01,74.95
2024-01-02,75.71
2024-01-03,76.98
2024-01-04,81.48
2024-01-05,83.38
2024-01-08,85.02
2024-01-09,86.79
2024-01-10,82.33
2024-01-11,86.21
2024-01-12,89.25
2024-01-15,91.04
2024-01-16,85.16
2024-01-17,83.44
2024-01-18,86.05
2024-01-19,80.94
2024-01-22,80.56
2024-01-23,83.59
2024-01-24,80.0
2024-01-25,84.72
2024-01-26,86.5
2024-01-29,86.18
2024-01-30,87.3
2024-01-31,89.43
2024-02-01,89.94
2024-02-02,93.73
2024-02-05,91.75
2024-02-06,90.59
2024-02-07,94.07
2024-02-08,94.3
2024-02-09,91.61
2024-02-12,94.82
2024-02-13,99.91
2024-02-14,98.54
2024-02-15,94.09
2024-02-16,93.8
2024-02-19,93.46
2024-02-20,92.65
2024-02-21,97.43
2024-02-22,94.17
2024-02-23,98.53
2024-02-26,94.44
2024-02-27,92.05
2024-02-28,94.23
2024-02-29,98.15
2024-03-01,101.27
2024-03-04,102.65
2024-03-05,103.32
2024-03-06,104.03
2024-03-07,106.3
2024-03-08,105.82
2024-03-11,107.01
2024-03-12,109.33
2024-03-13,109.5
2024-03-14,112.62
2024-03-15,115.03
2024-03-18,123.52
2024-03-19,125.12
2024-03-20,123.47
2024-03-21,122.08
2024-03-22,122.22
2024-03-25,126.4
2024-03-26,125.13
2024-03-27,127.01
2024-03-28,135.58
2024-03-29,124.25
2024-04-01,119.69
2024-04-02,120.9
2024-04-03,122.77
2024-04-04,123.99
2024-04-05,122.34
2024-04-08,125.35
2024-04-09,126.78
2024-04-10,124.7
2024-04-11,135.87
2024-04-12,137.77
2024-04-15,135.37
2024-04-16,135.12
2024-04-17,134.28
2024-04-18,134.2
2024-04-19,122.29
2024-04-22,120.43
2024-04-23,124.91
2024-04-24,120.14
2024-04-25,120.06
2024-04-26,124.29
2024-04-29,128.23
2024-04-30,135.24
2024-05-01,127.7
2024-05-02,126.35
2024-05-03,125.06
2024-05-06,128.0
2024-05-07,133.14
2024-05-08,121.51
2024-05-09,126.39
2024-05-10,120.39
2024-05-13,123.47
2024-05-14,117.44
2024-05-15,118.34
2024-05-16,123.54
2024-05-17,123.1
2024-05-20,124.11
2024-05-21,127.79
2024-05-22,128.62
2024-05-23,128.43
2024-05-24,135.65
2024-05-27,140.89
2024-05-28,139.68
2024-05-29,153.87
2024-05-30,148.11
2024-05-31,153.12
2024-06-03,151.95
2024-06-04,152.89
2024-06-05,156.92
2024-06-06,158.39
2024-06-07,162.19
2024-06-10,154.07
